NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
3.70195E+11,11%,34%,23%,30354,16.39,86%
3.70201E+11,9%,50%,76%,44286,20.62,42%
3.70201E+11,8%,73%,76%,75703,18.98,44%
3.70201E+11,12%,55%,68%,36688,19.44,49%
3.70201E+11,14%,56%,79%,48056,19.64,32%
3.70204E+11,9%,51%,74%,41019,21.67,38%
3.70204E+11,6%,72%,58%,44049,22.37,35%
3.7021E+11,12%,59%,87%,36520,21.67,45%
3.7021E+11,14%,60%,67%,32261,22.01,42%
3.7021E+11,5%,64%,86%,51140,22.16,25%
3.7021E+11,15%,55%,32%,27944,22.13,32%
3.70216E+11,11%,53%,65%,32411,15.44,67%
3.70219E+11,7%,39%,27%,23309,21.67,43%
3.70225E+11,13%,57%,25%,25923,17.88,55%
3.70225E+11,13%,57%,25%,25923,23.03,45%
3.70231E+11,5%,60%,80%,49082,20.59,29%
3.70231E+11,7%,63%,78%,54271,22.94,23%
3.70231E+11,14%,43%,66%,44410,19.40,39%
3.70231E+11,12%,54%,54%,36932,19.18,53%
3.70231E+11,9%,82%,86%,80511,23.13,6%
3.70231E+11,12%,54%,54%,36932,22.25,33%
3.70234E+11,11%,76%,58%,45735,21.06,39%
3.70237E+11,4%,72%,61%,50992,20.89,26%
3.70237E+11,9%,56%,56%,37647,21.47,43%
3.70237E+11,19%,50%,79%,42833,20.76,41%
3.70237E+11,12%,57%,65%,37608,19.30,61%
3.70237E+11,14%,59%,52%,40313,21.20,43%
3.70237E+11,6%,64%,86%,70911,22.23,24%
3.70237E+11,12%,57%,65%,37608,23.38,37%
3.70237E+11,6%,64%,86%,70911,19.96,22%
3.70237E+11,9%,50%,68%,44063,22.08,22%
3.7024E+11,14%,50%,67%,40842,20.23,63%
3.70243E+11,10%,59%,56%,32246,19.76,52%
3.70256E+11,21%,25%,44%,26434,20.25,47%
3.70256E+11,10%,40%,67%,39094,20.32,49%
3.70261E+11,23%,40%,23%,20784,18.00,74%
3.70261E+11,7%,65%,58%,49005,18.69,45%
3.70261E+11,5%,42%,85%,45476,21.20,39%
3.70264E+11,20%,43%,47%,27754,18.37,70%
3.70268E+11,11%,77%,97%,68393,21.45,26%
3.70268E+11,16%,54%,39%,26604,20.03,52%
3.70268E+11,16%,50%,73%,47224,20.40,44%
3.70268E+11,5%,57%,80%,62465,22.57,21%
3.70276E+11,11%,43%,78%,27917,21.01,47%
3.70276E+11,11%,43%,78%,27917,23.08,55%
3.70282E+11,5%,49%,61%,42618,21.18,44%
3.70282E+11,9%,63%,74%,41250,21.64,36%
3.70288E+11,14%,44%,42%,33293,17.32,57%
3.70288E+11,16%,53%,44%,31974,19.84,44%
3.70294E+11,17%,48%,46%,32557,20.40,45%
3.70294E+11,6%,52%,47%,29741,20.79,40%
3.70297E+11,8%,48%,49%,36958,22.06,54%
3.70297E+11,27%,36%,27%,29022,17.83,74%
3.70297E+11,6%,41%,88%,45335,21.18,48%
3.70297E+11,4%,94%,84%,84174,23.96,29%
3.70297E+11,6%,76%,77%,81755,20.13,51%
3.70297E+11,24%,40%,48%,25500,21.47,35%
3.70297E+11,6%,90%,92%,71313,22.81,39%
3.70297E+11,24%,40%,48%,25500,15.71,80%
3.70297E+11,19%,42%,62%,44079,17.39,68%
3.70297E+11,6%,94%,74%,71536,24.89,8%
3.70297E+11,8%,79%,74%,74471,22.06,36%
3.70297E+11,6%,70%,46%,45497,16.76,72%
3.70297E+11,3%,88%,94%,102346,19.79,38%
3.70297E+11,24%,38%,21%,21198,19.40,57%
3.70297E+11,10%,74%,83%,80016,19.93,36%
3.70297E+11,7%,72%,69%,51602,20.10,56%
3.70297E+11,7%,72%,69%,51602,20.79,39%
3.70297E+11,7%,72%,69%,51602,21.08,32%
3.70297E+11,7%,72%,69%,51602,17.27,54%
3.70297E+11,7%,72%,69%,51602,18.71,44%
3.70297E+11,5%,92%,87%,109569,24.23,9%
3.70297E+11,12%,45%,38%,33750,23.77,26%
3.70297E+11,6%,71%,78%,63919,18.54,58%
3.70297E+11,3%,77%,66%,57118,23.08,14%
3.70297E+11,19%,56%,39%,25679,15.73,80%
3.703E+11,13%,57%,75%,38925,21.62,40%
3.70306E+11,17%,46%,82%,26530,18.64,-1%
3.70306E+11,17%,45%,45%,34375,18.00,-2%
3.70309E+11,7%,43%,61%,34075,20.40,49%
3.70309E+11,15%,59%,38%,34194,21.94,29%
3.70309E+11,8%,59%,57%,42870,22.84,29%
3.70312E+11,7%,79%,76%,66027,22.23,25%
3.70321E+11,12%,70%,30%,30994,22.23,39%
3.70327E+11,17%,53%,45%,38209,18.22,59%
3.70327E+11,15%,67%,52%,55521,19.37,42%
3.70327E+11,10%,42%,72%,41822,20.18,49%
3.70327E+11,19%,63%,67%,48563,18.83,48%
3.70327E+11,19%,63%,67%,48563,20.30,43%
3.70331E+11,14%,57%,76%,42813,21.11,32%
3.70331E+11,16%,55%,66%,50354,21.13,40%
3.70331E+11,10%,43%,43%,35289,19.47,44%
3.70331E+11,14%,57%,76%,42813,22.16,19%
3.70333E+11,9%,68%,69%,52696,21.30,31%
3.70333E+11,9%,83%,48%,56987,23.03,24%
3.70333E+11,17%,48%,39%,29283,20.79,44%
3.70333E+11,15%,66%,60%,51575,21.94,34%
3.70333E+11,9%,64%,38%,32691,25.79,38%
3.70333E+11,9%,68%,69%,52696,21.74,46%
3.70336E+11,9%,54%,74%,31951,20.08,47%
3.70342E+11,13%,52%,34%,40351,16.27,70%
3.70345E+11,8%,69%,82%,59130,20.20,26%
3.70345E+11,18%,63%,63%,38705,21.01,30%
3.70345E+11,10%,60%,78%,44540,20.32,24%
3.70345E+11,15%,55%,60%,36713,20.15,36%
3.70345E+11,7%,67%,50%,54500,21.20,26%
3.70345E+11,16%,81%,64%,55464,20.91,25%
3.70345E+11,13%,72%,65%,43922,18.81,31%
3.70348E+11,7%,75%,77%,53846,21.42,30%
3.70348E+11,7%,75%,77%,53846,23.40,26%
3.70351E+11,5%,67%,49%,52406,20.47,44%
3.70354E+11,16%,47%,41%,15395,19.22,44%
3.70354E+11,14%,56%,64%,52056,18.76,49%
3.70357E+11,6%,51%,47%,39750,19.13,67%
3.70357E+11,5%,75%,76%,68345,21.86,20%
3.70357E+11,13%,47%,83%,45236,19.20,57%
3.70357E+11,14%,51%,29%,29955,23.35,41%
3.7036E+11,14%,45%,57%,41702,19.84,44%
3.70363E+11,22%,34%,36%,21537,18.61,47%
3.70372E+11,8%,64%,51%,49049,21.91,38%
3.70378E+11,6%,45%,60%,40983,19.18,52%
3.70378E+11,12%,42%,54%,34496,19.66,47%
3.70378E+11,9%,56%,62%,50545,20.67,45%
3.70378E+11,6%,55%,52%,39527,20.74,37%
3.70378E+11,15%,47%,40%,29612,22.59,36%
3.70378E+11,6%,46%,65%,56333,21.08,33%
3.70378E+11,8%,51%,73%,45132,20.54,29%
3.70387E+11,10%,62%,82%,45543,17.56,56%
3.7039E+11,13%,50%,45%,35617,20.01,39%
3.70393E+11,23%,60%,62%,26416,18.10,64%
3.70393E+11,16%,38%,55%,29294,14.76,80%
3.70393E+11,15%,38%,34%,25710,17.34,73%
3.70393E+11,6%,69%,81%,47857,18.54,63%
3.70393E+11,9%,40%,45%,23994,16.44,78%
3.70393E+11,6%,61%,54%,50479,22.50,64%
3.70399E+11,14%,63%,58%,37930,18.96,50%
3.70399E+11,9%,67%,74%,55000,18.03,56%
3.70399E+11,7%,51%,73%,53977,21.47,30%
3.70399E+11,17%,39%,53%,34453,20.03,44%
3.70405E+11,7%,59%,79%,49707,20.62,35%
3.70405E+11,15%,57%,29%,37455,16.88,59%
3.70405E+11,13%,46%,39%,37697,19.27,43%
3.70405E+11,11%,54%,66%,34861,20.10,43%
3.70405E+11,18%,58%,38%,28829,19.69,61%
3.70405E+11,14%,53%,58%,44392,19.62,37%
3.70405E+11,14%,50%,32%,30625,22.52,55%
3.70408E+11,8%,50%,84%,43003,19.42,50%
3.70408E+11,12%,56%,79%,34042,18.61,54%
3.70408E+11,17%,59%,63%,39568,21.03,49%
3.70408E+11,18%,44%,77%,24554,22.28,-5%
3.70414E+11,7%,49%,67%,42696,19.35,55%
3.70414E+11,8%,39%,50%,34342,17.74,62%
3.70414E+11,7%,49%,67%,42696,20.67,43%
3.70414E+11,31%,39%,61%,29275,18.64,65%
3.7042E+11,11%,64%,56%,48438,20.27,60%
3.7042E+11,25%,33%,25%,16605,17.54,64%
3.70432E+11,16%,49%,36%,23799,17.64,63%
3.70432E+11,13%,50%,59%,41625,19.37,34%
3.70432E+11,9%,55%,53%,44154,21.01,37%
3.70432E+11,13%,54%,84%,47861,21.20,27%
3.70438E+11,10%,51%,77%,46967,21.50,33%
3.70438E+11,8%,53%,54%,44029,19.54,36%
3.70438E+11,7%,61%,61%,49861,21.06,26%
3.70441E+11,4%,61%,74%,41938,21.72,34%
3.70441E+11,4%,51%,70%,27177,21.74,45%
3.70441E+11,8%,54%,72%,39436,21.40,50%
3.70444E+11,9%,56%,81%,42529,20.20,43%
3.7045E+11,14%,39%,44%,35610,16.68,72%
3.70453E+11,10%,58%,79%,39636,22.13,36%
3.70453E+11,8%,54%,78%,43250,21.50,46%
3.70462E+11,14%,32%,49%,35844,16.10,79%
3.70462E+11,13%,48%,63%,43703,18.42,55%
3.70462E+11,8%,53%,73%,48958,20.03,31%
3.70462E+11,6%,58%,81%,62682,21.42,19%
3.70462E+11,9%,73%,73%,69353,20.96,26%
3.70462E+11,9%,51%,62%,42292,22.18,18%
3.70462E+11,3%,84%,93%,140294,23.86,5%
3.70462E+11,8%,71%,87%,75500,21.47,19%
3.70462E+11,6%,96%,88%,111806,24.52,1%
3.70462E+11,9%,73%,73%,69353,24.21,32%
3.70462E+11,9%,91%,96%,143889,22.94,9%
3.70465E+11,15%,30%,24%,19798,18.10,64%
3.70465E+11,31%,31%,6%,16845,16.59,73%
3.70465E+11,5%,63%,70%,50964,19.93,56%
3.70472E+11,6%,91%,60%,73391,23.67,15%
3.70472E+11,6%,80%,76%,72153,24.43,7%
3.70472E+11,7%,83%,60%,59934,23.52,30%
3.70472E+11,5%,84%,56%,40804,23.13,32%
3.70472E+11,5%,51%,60%,52857,23.91,26%
3.70472E+11,13%,80%,73%,66477,22.40,24%
3.70472E+11,14%,57%,41%,50754,20.69,35%
3.70472E+11,7%,65%,59%,43986,23.18,26%
3.70472E+11,13%,78%,65%,45222,22.57,27%
3.70472E+11,5%,76%,81%,60590,21.18,21%
3.70472E+11,16%,58%,37%,35323,25.06,32%
3.70472E+11,19%,60%,51%,42028,18.57,45%
3.70472E+11,5%,90%,90%,101591,25.43,5%
3.70472E+11,6%,89%,74%,104688,22.01,24%
3.70472E+11,5%,80%,81%,101548,22.74,24%
3.70472E+11,9%,60%,70%,51375,19.00,45%
3.70472E+11,9%,44%,73%,56362,19.22,40%
3.70472E+11,5%,91%,77%,88024,24.11,9%
3.70472E+11,9%,44%,73%,56362,20.42,40%
3.70472E+11,7%,79%,73%,67243,22.50,16%
3.70472E+11,19%,36%,30%,25476,23.30,24%
3.70472E+11,9%,44%,73%,56362,19.96,52%
3.70472E+11,9%,82%,84%,70790,21.74,22%
3.70474E+11,8%,44%,32%,33036,16.10,70%
3.70474E+11,8%,46%,63%,34460,18.17,57%
3.7048E+11,18%,42%,41%,27086,15.95,72%
3.70483E+11,9%,78%,69%,17316,22.89,24%
3.70488E+11,17%,56%,40%,25664,16.66,76%
3.70488E+11,9%,62%,56%,46447,21.18,34%
3.70488E+11,12%,51%,45%,47083,18.71,41%
3.70488E+11,11%,54%,59%,45671,19.15,33%
3.70488E+11,13%,55%,30%,33889,17.42,60%
3.70488E+11,17%,56%,40%,25664,20.47,26%
3.70489E+11,17%,49%,58%,31324,18.22,48%
3.70489E+11,15%,45%,18%,26914,16.10,76%
3.70492E+11,21%,47%,28%,24007,17.88,49%
3.70495E+11,15%,49%,79%,27988,19.91,42%
3.70495E+11,12%,41%,74%,31018,19.74,46%
3.70495E+11,16%,36%,53%,32168,21.62,43%
3.70495E+11,9%,59%,59%,56042,20.98,49%
3.70502E+11,21%,37%,44%,30139,16.95,64%
3.70502E+11,8%,63%,44%,43700,21.30,43%
3.70502E+11,15%,55%,34%,40239,19.79,41%
3.70502E+11,28%,22%,21%,13387,20.30,51%
3.70504E+11,10%,48%,81%,41806,21.96,33%
3.70504E+11,9%,48%,68%,36612,19.49,41%
3.70507E+11,10%,48%,67%,33542,22.96,37%
3.90003E+11,33%,33%,5%,16250,16.00,92%
3.90004E+11,5%,60%,67%,42524,17.00,75%
3.90006E+11,25%,56%,8%,11759,21.00,29%
3.90008E+11,3%,93%,77%,81993,20.00,44%
3.90009E+11,6%,74%,71%,61375,21.00,54%
3.90012E+11,12%,44%,45%,35120,18.00,86%
3.90018E+11,5%,76%,68%,48552,22.00,0%
3.90022E+11,7%,68%,68%,79955,21.00,0%
3.90022E+11,24%,45%,15%,18450,19.00,42%
3.90025E+11,43%,40%,4%,9559,23.00,0%
3.90043E+11,58%,35%,13%,3589,17.00,98%
3.90051E+11,4%,79%,72%,55714,17.00,43%
3.90053E+11,16%,33%,47%,27575,23.00,0%
3.90054E+11,23%,30%,52%,31781,21.00,74%
3.90059E+11,19%,57%,42%,31111,20.00,59%
3.90137E+11,28%,54%,50%,34714,16.00,62%
3.90435E+11,10%,68%,83%,59915,21.00,46%
3.90435E+11,7%,63%,59%,46600,18.00,100%
3.90435E+11,7%,38%,26%,32296,17.00,99%
3.90435E+11,10%,39%,74%,38633,16.00,77%
3.90435E+11,26%,54%,16%,23958,16.00,100%
3.90435E+11,16%,47%,30%,41893,18.00,89%
3.90435E+11,10%,54%,43%,44339,21.00,51%
3.90435E+11,23%,44%,23%,11268,23.00,40%
3.90435E+11,10%,64%,84%,44000,19.00,57%
3.90435E+11,20%,46%,62%,31250,22.00,28%
3.90435E+11,14%,32%,39%,23438,20.00,62%
3.90435E+11,6%,74%,65%,36775,24.00,34%
3.90435E+11,18%,32%,39%,30156,19.00,49%
3.90435E+11,4%,86%,91%,98309,24.00,7%
3.90436E+11,4%,88%,93%,116719,25.00,10%
3.90436E+11,8%,33%,49%,23299,19.00,45%
3.90436E+11,13%,36%,35%,33824,21.00,39%
3.90436E+11,7%,49%,57%,43904,21.00,27%
3.90436E+11,10%,65%,82%,49861,22.00,25%
3.90436E+11,8%,42%,55%,23571,21.00,57%
3.90436E+11,6%,89%,82%,106731,25.00,23%
3.90436E+11,7%,73%,49%,20714,23.00,26%
3.90436E+11,7%,84%,81%,75320,25.00,7%
3.90437E+11,8%,48%,75%,44648,20.00,68%
3.90437E+11,6%,66%,71%,59850,22.00,17%
3.90437E+11,8%,63%,68%,49545,23.00,34%
3.90437E+11,11%,58%,63%,34738,21.00,59%
3.90437E+11,7%,59%,67%,42042,20.00,44%
3.90437E+11,20%,44%,58%,38250,17.00,80%
3.90437E+11,11%,58%,36%,27130,19.00,58%
3.90437E+11,32%,42%,21%,10871,18.00,80%
3.90437E+11,8%,80%,67%,47000,25.00,10%
3.90437E+11,24%,67%,48%,34848,22.00,85%
3.90438E+11,18%,73%,29%,39318,20.00,45%
3.90438E+11,10%,38%,38%,36750,19.00,80%
3.90438E+11,21%,43%,43%,27692,15.00,98%
3.90438E+11,10%,75%,62%,36273,17.00,76%
3.90438E+11,23%,45%,7%,13769,15.00,95%
3.90438E+11,22%,45%,12%,19674,26.00,18%
3.90438E+11,8%,55%,61%,47792,16.00,0%
3.90438E+11,11%,77%,74%,50469,16.00,90%
3.90438E+11,4%,89%,85%,67318,16.00,0%
3.90438E+11,3%,96%,100%,92898,22.00,29%
3.90438E+11,18%,60%,17%,18850,15.00,97%
3.90438E+11,8%,60%,24%,30493,15.00,0%
3.90438E+11,26%,54%,27%,24682,19.00,65%
3.90438E+11,7%,47%,48%,38635,20.00,48%
3.90438E+11,5%,34%,72%,39591,19.00,41%
3.90438E+11,9%,52%,25%,26379,15.00,88%
3.90438E+11,32%,45%,12%,16768,13.00,99%
3.90438E+11,34%,43%,13%,23475,15.00,100%
3.90438E+11,11%,46%,63%,35614,16.00,73%
3.90438E+11,34%,38%,17%,9435,15.00,99%
3.90438E+11,23%,58%,13%,29253,15.00,90%
3.90438E+11,7%,41%,54%,40243,16.00,100%
3.90438E+11,22%,44%,22%,15701,14.00,75%
3.90438E+11,9%,61%,69%,38250,15.00,98%
3.90438E+11,12%,59%,39%,26473,17.00,87%
3.90438E+11,29%,52%,29%,18732,18.00,73%
3.90438E+11,16%,47%,26%,28981,14.00,99%
3.90438E+11,23%,63%,58%,15521,16.00,97%
3.90438E+11,28%,35%,3%,21512,14.00,100%
3.90438E+11,21%,38%,7%,29236,15.00,99%
3.90438E+11,31%,57%,9%,14470,18.00,15%
3.90438E+11,16%,47%,26%,28981,15.00,24%
3.90438E+11,0%,70%,,39044,20.00,0%
3.90438E+11,6%,69%,71%,47917,19.00,51%
3.90438E+11,3%,54%,36%,32307,16.00,61%
3.90438E+11,11%,38%,23%,29720,17.00,70%
3.90438E+11,10%,58%,89%,35633,16.00,68%
3.90438E+11,4%,88%,54%,58808,20.00,44%
3.90438E+11,22%,65%,12%,28750,15.00,84%
3.90438E+11,6%,64%,36%,44784,16.00,67%
3.90438E+11,5%,97%,77%,56642,14.00,88%
3.90438E+11,10%,17%,43%,30991,16.00,70%
3.90438E+11,16%,43%,61%,25258,22.00,42%
3.90438E+11,12%,83%,89%,51719,15.00,69%
3.90438E+11,10%,67%,60%,49933,17.00,59%
3.90438E+11,24%,30%,34%,34938,16.00,81%
3.90438E+11,11%,41%,55%,30709,16.00,70%
3.90438E+11,13%,33%,45%,29113,17.00,79%
3.90438E+11,2%,86%,79%,82583,20.00,50%
3.90438E+11,19%,33%,31%,24871,18.00,51%
3.90438E+11,9%,76%,22%,51389,18.00,92%
3.90438E+11,2%,94%,88%,70634,17.00,0%
3.90438E+11,13%,35%,49%,33042,20.00,54%
3.90438E+11,8%,48%,84%,44167,20.00,62%
3.90438E+11,9%,46%,62%,44818,22.00,28%
3.90438E+11,11%,60%,70%,45769,16.00,82%
3.90438E+11,16%,49%,12%,28972,17.00,92%
3.90438E+11,22%,51%,15%,16322,15.00,94%
3.90438E+11,12%,44%,20%,31056,16.00,94%
3.90438E+11,44%,48%,59%,19844,16.00,73%
3.90438E+11,15%,48%,56%,24219,20.00,45%
3.90439E+11,4%,64%,76%,51146,21.00,43%
3.90439E+11,7%,56%,56%,49858,22.00,38%
3.90439E+11,2%,67%,75%,51926,23.00,26%
3.90439E+11,14%,47%,68%,42917,21.00,28%
3.90439E+11,12%,43%,57%,27823,22.00,25%
3.90439E+11,23%,40%,32%,27688,16.00,100%
3.90439E+11,16%,39%,53%,28462,20.00,52%
3.90439E+11,8%,47%,70%,42143,21.00,49%
3.90439E+11,16%,50%,48%,38325,21.00,25%
3.90439E+11,31%,42%,36%,25795,21.00,58%
3.9044E+11,10%,66%,19%,42019,17.00,59%
3.9044E+11,14%,65%,56%,56108,21.00,44%
3.9044E+11,9%,80%,71%,59489,23.00,25%
3.9044E+11,16%,39%,26%,28649,19.00,65%
3.9044E+11,3%,50%,83%,65000,21.00,39%
3.9044E+11,9%,42%,60%,40236,20.00,48%
3.9044E+11,13%,43%,72%,31824,22.00,46%
3.9044E+11,9%,50%,69%,44989,21.00,38%
3.9044E+11,13%,52%,51%,41222,19.00,54%
3.90441E+11,7%,50%,51%,44155,21.00,51%
3.90441E+11,8%,58%,56%,44274,20.00,69%
3.90441E+11,2%,90%,34%,38391,25.00,12%
3.90441E+11,10%,64%,34%,45000,19.00,51%
3.90441E+11,9%,53%,50%,35194,22.00,33%
3.90441E+11,8%,54%,64%,44436,20.00,49%
3.90441E+11,10%,58%,82%,44804,22.00,27%
3.90441E+11,14%,47%,63%,33162,21.00,87%
3.90441E+11,7%,66%,70%,51838,22.00,22%
3.90441E+11,7%,48%,48%,34273,19.00,42%
3.90442E+11,6%,53%,68%,36875,21.00,45%
3.90442E+11,10%,74%,53%,62545,23.00,36%
3.90442E+11,6%,86%,87%,52794,23.00,27%
3.90442E+11,7%,72%,70%,47132,23.00,43%
3.90442E+11,6%,57%,68%,41691,22.00,42%
3.90442E+11,19%,47%,54%,37715,23.00,21%
3.90442E+11,33%,34%,43%,18232,17.00,81%
3.90442E+11,14%,33%,51%,33777,18.00,0%
3.90442E+11,9%,52%,64%,35231,21.00,54%
3.90443E+11,3%,52%,59%,51317,21.00,29%
3.90443E+11,4%,68%,71%,65587,24.00,12%
3.90443E+11,6%,88%,76%,74135,25.00,3%
3.90443E+11,20%,40%,38%,28074,19.00,73%
3.90443E+11,10%,54%,35%,44523,16.00,72%
3.90443E+11,3%,92%,87%,90362,26.00,6%
3.90443E+11,10%,43%,44%,30540,19.00,63%
3.90443E+11,8%,52%,46%,32932,19.00,82%
3.90444E+11,18%,49%,73%,31332,20.00,53%
3.90444E+11,8%,65%,66%,53922,23.00,27%
3.90444E+11,9%,71%,61%,47152,23.00,15%
3.90444E+11,6%,72%,56%,69024,23.00,12%
3.90444E+11,4%,64%,63%,50483,23.00,28%
3.90444E+11,9%,65%,90%,54980,19.00,78%
3.90444E+11,6%,61%,50%,35880,17.00,69%
3.90444E+11,4%,62%,78%,53299,22.00,26%
3.90444E+11,20%,51%,68%,35893,23.00,80%
3.90445E+11,10%,49%,56%,38274,21.00,46%
3.90445E+11,11%,44%,57%,36341,19.00,43%
3.90445E+11,7%,33%,55%,32872,23.00,24%
3.90445E+11,10%,49%,55%,41329,20.00,53%
3.90445E+11,8%,70%,81%,54427,24.00,11%
3.90445E+11,10%,57%,38%,37981,17.00,92%
3.90445E+11,9%,72%,83%,77944,22.00,27%
3.90445E+11,7%,64%,74%,68097,22.00,21%
3.90445E+11,7%,61%,84%,88664,23.00,11%
3.90446E+11,10%,45%,64%,42167,22.00,22%
3.90446E+11,6%,57%,52%,54737,21.00,33%
3.90446E+11,8%,55%,38%,33171,19.00,52%
3.90446E+11,2%,93%,82%,97018,27.00,0%
3.90446E+11,7%,67%,68%,61657,21.00,39%
3.90446E+11,6%,63%,75%,62554,22.00,37%
3.90446E+11,18%,41%,76%,31140,20.00,34%
3.90446E+11,2%,69%,96%,54388,22.00,23%
3.90446E+11,10%,68%,59%,51136,21.00,44%
3.90446E+11,6%,58%,71%,26331,21.00,39%
3.90446E+11,6%,45%,71%,41130,21.00,40%
3.90447E+11,8%,55%,71%,41615,23.00,39%
3.90447E+11,4%,83%,77%,96840,20.00,48%
3.90447E+11,11%,46%,61%,33784,21.00,45%
3.90447E+11,11%,50%,66%,44610,22.00,34%
3.90447E+11,4%,87%,92%,93567,24.00,12%
3.90447E+11,9%,55%,52%,43477,20.00,67%
3.90447E+11,5%,60%,80%,44554,22.00,0%
3.90447E+11,16%,52%,23%,33879,20.00,78%
3.90448E+11,6%,93%,76%,87368,24.00,37%
3.90448E+11,5%,62%,77%,66917,21.00,41%
3.90448E+11,5%,87%,92%,65927,20.00,32%
3.90448E+11,23%,29%,42%,24714,18.00,56%
3.90448E+11,10%,60%,63%,53214,22.00,19%
3.90448E+11,9%,49%,54%,44816,20.00,52%
3.90448E+11,3%,62%,94%,74805,21.00,37%
3.90448E+11,6%,80%,73%,50568,19.00,70%
3.90448E+11,12%,51%,13%,11645,20.00,77%
3.90448E+11,9%,74%,94%,85625,23.00,15%
3.90448E+11,5%,80%,89%,78636,24.00,12%
3.90449E+11,13%,52%,39%,41528,20.00,49%
3.90449E+11,6%,89%,83%,75864,25.00,13%
3.90449E+11,4%,79%,80%,95500,23.00,18%
3.90449E+11,4%,83%,76%,76215,23.00,20%
3.90449E+11,2%,70%,83%,52970,22.00,-1%
3.90449E+11,10%,48%,60%,40105,22.00,27%
3.90449E+11,11%,47%,72%,26423,19.00,51%
3.90449E+11,11%,67%,68%,40000,17.00,58%
3.90449E+11,3%,73%,73%,46350,20.00,50%
3.90449E+11,28%,31%,36%,19231,18.00,76%
3.90449E+11,27%,44%,32%,20724,15.00,88%
3.90449E+11,17%,52%,56%,35078,22.00,38%
3.90449E+11,12%,55%,6%,24571,22.00,46%
3.90449E+11,12%,50%,49%,46227,20.00,48%
3.90449E+11,8%,55%,43%,37403,23.00,25%
3.90449E+11,2%,89%,80%,86346,25.00,0%
3.90449E+11,4%,52%,62%,49479,22.00,76%
3.9045E+11,10%,57%,52%,41567,23.00,18%
3.9045E+11,5%,61%,79%,49530,23.00,40%
3.9045E+11,5%,53%,68%,41250,18.00,100%
3.9045E+11,10%,59%,52%,41169,16.00,53%
3.9045E+11,9%,48%,59%,36941,19.00,64%
3.9045E+11,18%,39%,50%,29621,18.00,47%
3.9045E+11,4%,83%,89%,111617,23.00,22%
3.9045E+11,3%,75%,78%,74389,22.00,32%
3.9045E+11,3%,90%,88%,102426,23.00,22%
3.90451E+11,10%,61%,74%,41595,21.00,52%
3.90451E+11,5%,88%,75%,65091,24.00,14%
3.90451E+11,20%,35%,58%,29620,19.00,54%
3.90451E+11,6%,69%,80%,50417,21.00,25%
3.90451E+11,6%,44%,62%,42266,22.00,45%
3.90451E+11,10%,53%,60%,50773,21.00,28%
3.90451E+11,4%,72%,66%,42395,22.00,20%
3.90451E+11,13%,46%,40%,23238,21.00,44%
3.90451E+11,1%,95%,89%,126750,24.00,18%
3.90451E+11,2%,97%,94%,133810,25.00,16%
3.90451E+11,2%,84%,59%,88822,26.00,11%
3.90452E+11,7%,69%,54%,48039,21.00,37%
3.90452E+11,20%,44%,7%,32717,16.00,99%
3.90452E+11,30%,30%,20%,17365,16.00,62%
3.90452E+11,23%,45%,28%,19891,18.00,99%
3.90452E+11,13%,65%,37%,24203,21.00,61%
3.90452E+11,11%,61%,66%,38315,20.00,56%
3.90452E+11,8%,63%,60%,52978,23.00,14%
3.90452E+11,5%,48%,71%,42845,20.00,21%
3.90452E+11,5%,79%,69%,61184,23.00,18%
3.90452E+11,16%,44%,63%,27969,18.00,86%
3.90452E+11,6%,55%,59%,39676,20.00,49%
3.90453E+11,11%,33%,71%,42874,20.00,26%
3.90453E+11,8%,45%,67%,41593,21.00,23%
3.90453E+11,1%,47%,74%,41218,21.00,37%
3.90453E+11,4%,93%,74%,58860,25.00,4%
3.90453E+11,15%,38%,11%,15705,21.00,53%
3.90453E+11,4%,52%,95%,59024,23.00,36%
3.90453E+11,7%,57%,72%,45179,22.00,-3%
3.90453E+11,12%,40%,61%,39541,21.00,17%
3.90454E+11,16%,33%,52%,32426,21.00,58%
3.90454E+11,13%,54%,60%,47883,21.00,0%
3.90454E+11,18%,33%,55%,38929,20.00,42%
3.90454E+11,5%,50%,66%,48325,21.00,39%
3.90454E+11,3%,84%,86%,99352,25.00,6%
3.90454E+11,8%,36%,65%,31611,21.00,0%
3.90454E+11,9%,38%,47%,39428,22.00,77%
3.90454E+11,2%,63%,64%,52098,20.00,36%
3.90454E+11,6%,95%,85%,174375,25.00,3%
3.90455E+11,15%,32%,51%,44059,21.00,49%
3.90455E+11,13%,44%,57%,41524,21.00,48%
3.90455E+11,4%,51%,59%,60448,23.00,19%
3.90455E+11,7%,53%,71%,54155,21.00,62%
3.90455E+11,4%,66%,85%,72357,23.00,16%
3.90455E+11,7%,60%,64%,58000,23.00,18%
3.90455E+11,5%,67%,59%,43333,23.00,78%
3.90455E+11,10%,43%,67%,39298,20.00,0%
3.90455E+11,13%,42%,63%,47996,22.00,35%
3.90455E+11,10%,44%,64%,40521,22.00,38%
3.90456E+11,7%,38%,58%,44983,22.00,32%
3.90456E+11,14%,39%,44%,38237,21.00,61%
3.90456E+11,6%,47%,73%,39041,21.00,82%
3.90456E+11,4%,89%,93%,112813,24.00,8%
